Inst.,ACS_Avg,ACS_Std,PSO_Avg,PSO_Std,GA_Avg,GA_Std,MEAVRPTW_Avg,MEAVRPTW_Std,cost_reduction_percent
C101,880.479256048062,0.0,880.479256048062,0.0,880.479256048062,0.0,880.479256048062,0.0,0.0
C201,591.5565566715015,0.0,591.5565566715015,0.0,591.5565566715015,0.0,591.5565566715015,0.0,0.0
R101,2492.888460519936,0.0,2447.728248179615,2.0155208088604013,2118.9499536762946,17.497093579714146,2102.209833788851,33.623530942082425,0.7900195971311238
R201,1763.2191066252215,0.0,1743.9454373537524,19.27366927146909,1724.3516014403035,38.86750518491806,1672.263693431967,2.216105137446334,3.0207243096378256
RC101,2437.544140560279,0.0,2406.7613450144836,29.840615809256406,2414.0404133219,22.56154750183987,2321.3759631787434,25.517755846412456,3.5477294835490367
RC201,1920.8737491748104,0.0,1913.5527579759625,7.320991198847878,1881.105791732511,32.54748936681494,1907.0176361658032,4.3699718272971495,-1.3774793819239233
